市公司,县公司,变电站,线路名称,可开放容量(kWh)
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东升变电站,20kV升503升云一回,1973.952
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园70园检线,2004.056
国网武汉供电公司,国网武汉市武昌供电中心,下新河变电站,10kV下61下万达一回,1980.604
国网武汉供电公司,国网武汉市洪山供电中心,石咀变电站,10kV石612石府线,2005.732
国网武汉供电公司,国网东西湖区供电公司,马池变电站,10kV马75丰园线,2002.777
国网武汉供电公司,国网蔡甸区供电公司,奓山变电站,10kV奓615丘林线,1994.214
国网武汉供电公司,国网黄陂区供电公司,祁家湾变电站,10kV祁53增音线,1994.002
国网武汉供电公司,国网武汉市武昌供电中心,积玉桥变电站,10kV积68楚才线,2015.073
国网武汉供电公司,国网武汉市汉口供电中心,古田变电站,10kV古32警院线,2008.375
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,中山湖变电站,10kV中510中新线,2009.881
国网武汉供电公司,国网武汉市洪山供电中心,南湖变电站,10kV南59南泰线,1995.125
国网武汉供电公司,国网东西湖区供电公司,三金潭变电站,10kV潭57潭杨环二回线,2003.006
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,二妃山变电站,20kV妃704妃轨一回,1998.102
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,二妃山变电站,20kV妃509妃中线,2015.472
国网武汉供电公司,国网蔡甸区供电公司,汉洪变电站,10kV汉54汉成线,2003.948
国网武汉供电公司,国网武汉市汉口供电中心,宗关变电站,10kV宗514宗商线,2025.436
国网武汉供电公司,国网武汉市汉口供电中心,姑嫂树变电站,10kV姑608姑二医院线,2016.853
国网武汉供电公司,国网武汉市汉口供电中心,永利村变电站,10kV永75永槟线,2004.126
国网武汉供电公司,国网武汉市洪山供电中心,北港变电站,10kV港71港蔡线,2009.748
国网武汉供电公司,国网蔡甸区供电公司,蔡甸变电站,10kV蔡65蔡西线,2034.414
国网武汉供电公司,国网武汉市汉口供电中心,陈家墩变电站,10kV陈70汽柴线,2031.924
国网武汉供电公司,国网武汉市汉口供电中心,西湖变电站,10kV湖619故道线,2045.623
国网武汉供电公司,国网武汉市汉阳供电中心,墨水湖变电站,10kV墨66墨感光线,2021.115
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,陶家岭变电站,10kV陶505陶港线,2042.238
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东一园变电站,10kV东605东园二回,2030.844
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,沌口变电站,10kV沌79沌联线,2023.491
国网武汉供电公司,国网武汉市洪山供电中心,楚平路变电站,10kV楚904楚利菲线,2042.901
国网武汉供电公司,国网武汉市长江新区供电公司,高潮变电站,10kV高618铸锻线,2044.418
国网武汉供电公司,国网江夏区供电公司,红旗村变电站,10kV旗605豹山线,2054.392
国网武汉供电公司,国网武汉市青山供电中心,北洋桥变电站,10kV北信线北洋507,2039.326
国网武汉供电公司,国网武汉市汉阳供电中心,墨水湖变电站,10kV墨89墨夹线,2034.463
国网武汉供电公司,国网东西湖区供电公司,海口变电站,10kV海91二雅线,2028.198
国网武汉供电公司,国网武汉市武昌供电中心,积玉桥变电站,10kV积42积万达线,2039.217
国网武汉供电公司,国网武汉市武昌供电中心,秦园路变电站,10kV秦64秦路灯线,2048.37
国网武汉供电公司,国网武汉市长江新区供电公司,鄢家湖变电站,10kV鄢59沿江线,2037.04
国网武汉供电公司,国网武汉市汉阳供电中心,琴台变电站,10kV台64台碧线,2061.583
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,新岭变电站,10kV岭87岭观线,2060.798
国网武汉供电公司,国网蔡甸区供电公司,文岭变电站,10kV文78文小线,2053.384
国网武汉供电公司,国网武汉市汉口供电中心,先锋变电站,10kV先73先康线,2057.393
国网武汉供电公司,国网江夏区供电公司,法泗变电站,10kV法56法泗线,2061.439
国网武汉供电公司,国网黄陂区供电公司,临空港变电站,10kV空516比亚迪一回,2059.178
国网武汉供电公司,国网蔡甸区供电公司,奓山变电站,10kV奓605奓常线,2047.303
国网武汉供电公司,国网蔡甸区供电公司,中法城变电站,10kV法807鑫盛工贸线,2070.71
国网武汉供电公司,国网武汉市汉阳供电中心,米粮山变电站,10kV米606米台线,2058.817
国网武汉供电公司,国网武汉市洪山供电中心,狮子山变电站,10kV狮520语岸线,2071.762
国网武汉供电公司,国网武汉市青山供电中心,武惠堤变电站,10kV惠512惠有线,2075.572
国网武汉供电公司,国网武汉市洪山供电中心,巡司河变电站,10kV巡502狮韵线,2062.344
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,锦绣变电站,10kV锦514锦建一回,2063.906
国网武汉供电公司,国网东西湖区供电公司,幸福变电站,10kV幸67团南线,2078.31
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,全力变电站,10kV全58全西线,2074.36
国网武汉供电公司,国网新洲区供电公司,邾城变电站,10kV邾64创业线,2065.091
国网武汉供电公司,国网武汉市洪山供电中心,石咀变电站,10kV石509石湖线,2085.018
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,未来城变电站,10kV未805未新四回,2093.883
国网武汉供电公司,国网武汉市汉口供电中心,古田变电站,10kV古63额头湾线,2060.325
国网武汉供电公司,国网武汉市武昌供电中心,秦园路变电站,10kV秦57秦悦线,2084.396
国网武汉供电公司,国网黄陂区供电公司,罗汉变电站,10kV罗54横山线,2079.461
国网武汉供电公司,国网武汉市长江新区供电公司,万咀变电站,10kV万78天舜线,2097.151
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,步行街变电站,10kV街79街湾一回,2091.694
国网武汉供电公司,国网武汉市汉口供电中心,西湖变电站,10kV湖508劳力线,2093.414
国网武汉供电公司,国网武汉市汉阳供电中心,腰路堤变电站,10kV腰606腰汉商线,2103.967
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨517滨桥线,2101.551
国网武汉供电公司,国网武汉市武昌供电中心,下新河变电站,10kV下74下绿地一回,2114.603
国网武汉供电公司,国网武汉市洪山供电中心,北港变电站,10kV港97港楚线,2119.081
国网武汉供电公司,国网武汉市长江新区供电公司,柴泊变电站,10kV柴507武湖线,2127.896
国网武汉供电公司,国网东西湖区供电公司,祁家山变电站,10kV祁706地税线,2111.492
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,陡埠变电站,10kV陡708香溪二回线,2111.153
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,凌家山变电站,10kV凌93凌清水线,2122.905
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,光华变电站,10kV华514科技一回,2128.721
国网武汉供电公司,国网东西湖区供电公司,走马岭变电站,10kV走67物通一回线,2123.631
国网武汉供电公司,国网武汉市长江新区供电公司,周铺变电站,10kV周57二垦线,2115.197
国网武汉供电公司,国网黄陂区供电公司,环城变电站,10kV环518国际城一回,2124.05
国网武汉供电公司,国网东西湖区供电公司,荷包湖变电站,10kV荷89东立三回线,2130.691
国网武汉供电公司,国网武汉市武昌供电中心,汉街变电站,10kV汉502汉领线,2113.44
国网武汉供电公司,国网武汉市武昌供电中心,付家坡变电站,10kV付69付聚线,2128.843
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,流芳园变电站,10kV流706流创二回,2119.752
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东升变电站,20kV升406升创新线,2121.854
国网武汉供电公司,国网武汉市汉阳供电中心,锅子变电站,10kV锅子74锅摩线,2129.649
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,三角湖变电站,10kV角707角岛线,2130.824
国网武汉供电公司,国网武汉市汉口供电中心,三太里变电站,10kV太61利太线,2134.013
国网武汉供电公司,国网武汉市洪山供电中心,珞珈山变电站,10kV珈74珞商线,2124.9
国网武汉供电公司,国网武汉市汉口供电中心,永利村变电站,10kV永62永源线,2130.395
国网武汉供电公司,国网黄陂区供电公司,蔡店变电站,10kV蔡56磷肥线,2138.569
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,流芳园变电站,10kV流412流欣二回,2156.654
国网武汉供电公司,国网武汉市武昌供电中心,积玉桥变电站,10kV积73积凤线,2133.177
国网武汉供电公司,国网武汉市长江新区供电公司,阳兴变电站,10kV阳606阳立线,2152.198
国网武汉供电公司,国网武汉市武昌供电中心,秦园路变电站,10kV秦46秦星一回,2145.353
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园88园港线,2131.352
国网武汉供电公司,国网武汉市武昌供电中心,茶港变电站,10kV茶87茶环线,2157.429
国网武汉供电公司,国网武汉市汉口供电中心,陈家墩变电站,10kV陈76南泥线,2156.674
国网武汉供电公司,国网黄陂区供电公司,天河变电站,10kV天62天铁线,2160.199
国网武汉供电公司,国网东西湖区供电公司,马池变电站,10kV马73金盛线,2151.553
国网武汉供电公司,国网东西湖区供电公司,海口变电站,10kV海87海生线,2155.124
国网武汉供电公司,国网武汉市江岸供电中心,公安街变电站,10kV公77黄兴线,2172.096
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,车城北变电站,10kV车城706车峰线,2170.024
国网武汉供电公司,国网武汉市汉口供电中心,民生变电站,10kV民79民黄一回线,2181.096
国网武汉供电公司,国网武汉市江岸供电中心,西马路变电站,10kV西63西鄂线,2182.833
国网武汉供电公司,国网武汉市汉口供电中心,航侧变电站,10kV航88油商线,2172.615
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,陶家岭变电站,10kV陶506陶柏线,2174.177
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,白羊村变电站,10kV羊516羊桂三回,2179.858
国网武汉供电公司,国网武汉市武昌供电中心,付家坡变电站,10kV付84付安线,2177.613
国网武汉供电公司,国网蔡甸区供电公司,何湾变电站,10kV何61大集一回线,2188.326
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,廖家堡变电站,10kV廖56峰景一回线,2178.322
国网武汉供电公司,国网东西湖区供电公司,翠堤变电站,10kV翠602海棠线,2197.591
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,全力变电站,10kV全89全江线,2174.986
国网武汉供电公司,国网武汉市武昌供电中心,积玉桥变电站,10kV积37梦湖线,2189.121
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,步行街变电站,10kV街97街代线,2175.666
国网武汉供电公司,国网武汉市汉阳供电中心,汤山变电站,10kV汤77汤祥泰线,2177.791
国网武汉供电公司,国网武汉市江岸供电中心,公安街变电站,10kV公66三阳线,2197.816
国网武汉供电公司,国网武汉市江岸供电中心,沈阳路变电站,10kV沈61沈黄线,2187.012
国网武汉供电公司,国网黄陂区供电公司,刘店变电站,10kV刘店404刘肖二回,2197.303
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,华科变电站,10kV科76科乐线,2189.912
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,佛祖岭变电站,20kV佛82佛泰二回,2195.856
国网武汉供电公司,国网东西湖区供电公司,五环变电站,10kV五环60三海线,2207.457
国网武汉供电公司,国网武汉市江岸供电中心,淌湖变电站,10kV淌63花都线,2219.944
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土57小集线,2214.969
国网武汉供电公司,国网武汉市武昌供电中心,紫阳湖变电站,10kV紫79紫菜一回线,2208.121
国网武汉供电公司,国网武汉市江岸供电中心,赵家条变电站,10kV赵709赵儿医线,2195.335
国网武汉供电公司,国网东西湖区供电公司,慈惠变电站,10kV慈73国雄线,2228.245
国网武汉供电公司,国网黄陂区供电公司,刘店变电站,10kV刘店506刘学二回,2216.222
国网武汉供电公司,国网武汉市武昌供电中心,积玉桥变电站,10kV积38积锦线,2208.436
国网武汉供电公司,国网蔡甸区供电公司,蔡甸变电站,10kV蔡69碧荷一回线,2220.339
国网武汉供电公司,国网武汉市武昌供电中心,汉街变电站,10kV汉809汉中线,2210.83
国网武汉供电公司,国网东西湖区供电公司,径河变电站,10kV径605清水线,2234.266
国网武汉供电公司,国网武汉市汉口供电中心,民生变电站,10kV民78万达二回线,2217.379
国网武汉供电公司,国网武汉市汉阳供电中心,芳草路变电站,10kV芳519芳龙阳线,2225.573
国网武汉供电公司,国网武汉市汉口供电中心,民生变电站,10kV民72民四线,2218.354
国网武汉供电公司,国网东西湖区供电公司,海口变电站,10kV海93虹彩线,2231.706
国网武汉供电公司,国网武汉市长江新区供电公司,高车变电站,10kV车606车郡二回,2248.931
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土77东风一回线,2223.383
国网武汉供电公司,国网黄陂区供电公司,熊家店变电站,10kV熊505熊三线,2234.228
国网武汉供电公司,国网江夏区供电公司,巴登城变电站,10kV登66登保二回线,2248.23
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土99竹林二回线,2248.342
国网武汉供电公司,国网黄陂区供电公司,天河变电站,10kV天57机关线,2247.824
国网武汉供电公司,国网武汉市江岸供电中心,德胜堂变电站,10kV德75德义线,2249.127
国网武汉供电公司,国网东西湖区供电公司,荷包湖变电站,10kV荷87新河线,2244.864
国网武汉供电公司,国网武汉市武昌供电中心,沙湖变电站,10kV沙78市中线,2237.352
国网武汉供电公司,国网武汉市汉口供电中心,江发路变电站,10kV发75发舜线,2251.587
国网武汉供电公司,国网东西湖区供电公司,祁家山变电站,10kV祁505观澜一回线,2243.748
国网武汉供电公司,国网新洲区供电公司,双柳变电站,10kV双55龙王咀线,2269.961
国网武汉供电公司,国网武汉市江岸供电中心,黄浦路变电站,10kV浦511联通一回线,2263.995
国网武汉供电公司,国网武汉市武昌供电中心,梨园变电站,10kV梨56省调线,2263.223
国网武汉供电公司,国网蔡甸区供电公司,汉洪变电站,10kV汉55曲口线,2281.123
国网武汉供电公司,国网武汉市汉口供电中心,荣华变电站,10kV荣506东村线,2280.451
国网武汉供电公司,国网武汉市江岸供电中心,福建街变电站,10kV福77东立线,2275.619
国网武汉供电公司,国网武汉市汉阳供电中心,腰路堤变电站,10kV腰509腰锦顿线,2289.887
国网武汉供电公司,国网武汉市洪山供电中心,楚平路变电站,10kV楚709楚华都线,2269.092
国网武汉供电公司,国网武汉市武昌供电中心,晒湖变电站,10kV晒92晒梦一回,2280.311
国网武汉供电公司,国网江夏区供电公司,小黄山变电站,10kV黄59严家线,2274.183
国网武汉供电公司,国网武汉市汉阳供电中心,琴台变电站,10kV台70台润线,2294.845
国网武汉供电公司,国网蔡甸区供电公司,霞光村变电站,10kV霞光607中原线,2288.608
国网武汉供电公司,国网武汉市武昌供电中心,鲇鱼套变电站,10kV鲇716鲇中线,2276.694
国网武汉供电公司,国网武汉市武昌供电中心,宝安变电站,10kV宝67宝域线,2286.056
国网武汉供电公司,国网武汉市青山供电中心,孙家山变电站,10kV孙68孙花城线,2293.657
国网武汉供电公司,国网武汉市洪山供电中心,卓刀泉变电站,10kV卓68卓豹线,2287.918
国网武汉供电公司,国网东西湖区供电公司,海口变电站,10kV海79祥生线,2306.909
国网武汉供电公司,国网武汉市汉阳供电中心,陶家岭变电站,10kV陶508陶盛观线,2294.26
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,枫树变电站,10kV枫85枫密线,2310.669
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,光华变电站,10kV华613华虹线,2296.184
国网武汉供电公司,国网东西湖区供电公司,翠堤变电站,10kV翠706御品二回线,2309.754
国网武汉供电公司,国网东西湖区供电公司,祁家山变电站,10kV祁510天合一回线,2289.445
国网武汉供电公司,国网武汉市江岸供电中心,公安街变电站,10kV公58芦沟桥线,2300.076
国网武汉供电公司,国网武汉市洪山供电中心,珞珈山变电站,10kV珈79珞汽线,2316.471
国网武汉供电公司,国网武汉市洪山供电中心,南湖变电站,10kV南68红汽线,2309.319
国网武汉供电公司,国网蔡甸区供电公司,侏儒变电站,10kV侏70侏镇线,2307.637
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,流芳园变电站,10kV流507流欣一回,2315.338
国网武汉供电公司,国网武汉市武昌供电中心,积玉桥变电站,10kV积63积开一回,2311.871
国网武汉供电公司,国网江夏区供电公司,夜泊山变电站,10kV夜513夜环线,2320.346
国网武汉供电公司,国网武汉市江岸供电中心,福建街变电站,10kV福69福立线,2310.784
国网武汉供电公司,国网武汉市武昌供电中心,洪山变电站,10kV洪611洪医线,2314.801
国网武汉供电公司,国网武汉市洪山供电中心,北港变电站,10kV港79港狮城线,2310.756
国网武汉供电公司,国网武汉市青山供电中心,大洲变电站,10kV洲龙线洲67,2322.932
国网武汉供电公司,国网黄陂区供电公司,长岭变电站,10kV长62短岭线,2344.521
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土89柏湾一回线,2336.129
国网武汉供电公司,国网武汉市青山供电中心,大洲变电站,10kV洲86洲冶线,2344.683
国网武汉供电公司,国网江夏区供电公司,藏龙岛变电站,10kV藏70瑞华一回线,2334.927
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,三角湖变电站,10kV角507角泉线,2349.456
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土93光明府线,2353.369
国网武汉供电公司,国网武汉市武昌供电中心,秦园路变电站,10kV秦93徐清线,2340.227
国网武汉供电公司,国网武汉市武昌供电中心,余家头变电站,10kV余706欧景线,2343.918
国网武汉供电公司,国网蔡甸区供电公司,文岭变电站,10kV文63世贸线,2364.574
国网武汉供电公司,国网武汉市洪山供电中心,北港变电站,10kV港61书城线,2360.297
国网武汉供电公司,国网武汉市汉口供电中心,先锋变电站,10kV先75民航线,2370.757
国网武汉供电公司,国网武汉市武昌供电中心,鲇鱼套变电站,10kV鲇812鲇泰线,2376.183
国网武汉供电公司,国网武汉市洪山供电中心,狮子山变电站,10kV狮614狮格线,2382.884
国网武汉供电公司,国网武汉市洪山供电中心,石咀变电站,10kV石611石璟线,2382.191
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土78福照一回线,2381.037
国网武汉供电公司,国网江夏区供电公司,阳光变电站,10kV阳光513阳滨一回,2381.076
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,三角湖变电站,10kV角407角东线,2390.646
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,庙山变电站,10kV庙93庙建江线,2372.053
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东一园变电站,10kV东815二妃山线,2367.566
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,光华变电站,10kV华619华嘉线,2371.942
国网武汉供电公司,国网江夏区供电公司,龚家铺变电站,10kV龚513军运一回线,2379.718
国网武汉供电公司,国网武汉市长江新区供电公司,堤角变电站,10kV堤矶线堤93,2385.367
国网武汉供电公司,国网武汉市汉阳供电中心,栖贤寺变电站,10kV栖70栖五线,2387.368
国网武汉供电公司,国网武汉市汉口供电中心,民生变电站,10kV民81客运线,2396.252
国网武汉供电公司,国网武汉市汉阳供电中心,英武洲变电站,10kV英60英煌线,2407.41
国网武汉供电公司,国网新洲区供电公司,张信变电站,10kV张65张信线,2398.786
国网武汉供电公司,国网武汉市洪山供电中心,段岭庙变电站,10kV段510段青一回,2415.608
国网武汉供电公司,国网黄陂区供电公司,祁家湾变电站,10kV祁54祁镇线,2417.633
国网武汉供电公司,国网黄陂区供电公司,李集变电站,10kV李54艾湾线,2419.289
国网武汉供电公司,国网江夏区供电公司,郑店变电站,10kV店62联合线,2428.281
国网武汉供电公司,国网武汉市汉口供电中心,航侧变电站,10kV航61招银线,2404.146
国网武汉供电公司,国网武汉市长江新区供电公司,阳兴变电站,10kV阳509阳中线,2403.834
国网武汉供电公司,国网东西湖区供电公司,丰绵村变电站,10kV绵606绵中兴二回线,2438.675
国网武汉供电公司,国网武汉市江岸供电中心,沈阳路变电站,10kV沈78沈金线,2422.715
国网武汉供电公司,国网东西湖区供电公司,走马岭变电站,10kV走70福汇线,2405.874
国网武汉供电公司,国网武汉市洪山供电中心,狮子山变电站,10kV狮519狮庭线,2426.434
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,流芳园变电站,10kV流503流金一回,2418.458
国网武汉供电公司,国网东西湖区供电公司,三金潭变电站,10kV潭58冰山线,2417.592
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,沌口变电站,10kV沌73沌环线,2429.919
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,通顺河变电站,10kV通607通川线,2419.748
国网武汉供电公司,国网武汉市洪山供电中心,曹家铺变电站,10kV曹812曹菱线,2428.388
国网武汉供电公司,国网武汉市汉口供电中心,澳门路变电站,10kV澳64澳绣线,2414.194
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,未来城变电站,10kV未707未捷一回,2424.655
国网武汉供电公司,国网东西湖区供电公司,五环变电站,10kV五环91林骏线,2452.55
国网武汉供电公司,国网武汉市武昌供电中心,桃子山变电站,10kV桃75省府一回,2446.373
国网武汉供电公司,国网武汉市汉口供电中心,营房村变电站,10kV营70营宝线,2439.06
国网武汉供电公司,国网新洲区供电公司,问津变电站,10kV问507兴盛线,2455.52
国网武汉供电公司,国网蔡甸区供电公司,皂角山变电站,10kV皂69皂桐二回线,2457.687
国网武汉供电公司,国网东西湖区供电公司,五环变电站,10kV五环85御龙湾一回线,2443.734
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园华线园89,2453.337
国网武汉供电公司,国网武汉市长江新区供电公司,柴泊变电站,10kV柴502渔泵线,2449.582
国网武汉供电公司,国网武汉市汉口供电中心,陈家墩变电站,10kV陈82陈星二回线,2455.941
国网武汉供电公司,国网武汉市汉口供电中心,唐家墩变电站,10kV唐63唐商一回线,2446.686
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,白羊村变电站,10kV羊511羊安一回,2454.624
国网武汉供电公司,国网武汉市汉口供电中心,范湖变电站,10kV范706范华二回线,2449.034
国网武汉供电公司,国网武汉市汉口供电中心,航侧变电站,10kV航82水利线,2462.355
国网武汉供电公司,国网武汉市武昌供电中心,下新河变电站,10kV下72三角路线,2453.699
国网武汉供电公司,国网武汉市汉口供电中心,仁寿路变电站,10kV仁74仁葛线,2464.661
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,沌口变电站,10kV沌74沌通线,2456.247
国网武汉供电公司,国网武汉市武昌供电中心,梨园变电站,10kV梨64梨湖线,2466.037
国网武汉供电公司,国网武汉市洪山供电中心,晒湖变电站,10kV晒60晒名线,2473.372
国网武汉供电公司,国网武汉市武昌供电中心,桃子山变电站,10kV桃81张湾一回,2467.583
国网武汉供电公司,国网新洲区供电公司,余姚变电站,10kV余55余衡线,2470.985
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东升变电站,20kV升705升龙山线,2474.115
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园72园武线,2485.035
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,枫树变电站,10kV枫46枫研线,2498.931
国网武汉供电公司,国网黄陂区供电公司,蔡榨变电站,10kV榨57街道线,2486.641
国网武汉供电公司,国网武汉市武昌供电中心,积玉桥变电站,10kV积34友国线,2491.955
国网武汉供电公司,国网东西湖区供电公司,台商变电站,10kV商61商白线,2487.711
国网武汉供电公司,国网武汉市汉阳供电中心,陶家岭变电站,10kV陶809陶车线,2509.284
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,虹景变电站,10kV景704景水线,2499.902
国网武汉供电公司,国网武汉市青山供电中心,桂家湾变电站,10kV桂62桂校线,2499.824
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土86土边线,2490.249
国网武汉供电公司,国网江夏区供电公司,藏龙岛变电站,10kV藏91藏湖线,2499.112
国网武汉供电公司,国网东西湖区供电公司,慈惠变电站,10kV慈710团结线,2497.471
国网武汉供电公司,国网武汉市汉口供电中心,唐家墩变电站,10kV唐85唐银线,2512.42
国网武汉供电公司,国网武汉市长江新区供电公司,堤角变电站,10kV堤62堤湖二回,2500.236
国网武汉供电公司,国网江夏区供电公司,段岭庙变电站,10kV段707段中一回,2524.822
国网武汉供电公司,国网武汉市江岸供电中心,公安街变电站,10kV公69三友线,2525.747
国网武汉供电公司,国网武汉市武昌供电中心,梨园变电站,10kV梨65梨腾一回,2516.091
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,郑桥变电站,10kV郑713茅店线,2531.772
国网武汉供电公司,国网东西湖区供电公司,红星变电站,10kV红星526星沙线,2522.917
国网武汉供电公司,国网武汉市江岸供电中心,京汉变电站,10kV京汉704京瑞二回,2525.967
国网武汉供电公司,国网武汉市汉阳供电中心,汤山变电站,10kV汤40汤永线,2530.927
国网武汉供电公司,国网新洲区供电公司,和平变电站,10kV和55潘开线,2534.742
国网武汉供电公司,国网武汉市汉阳供电中心,英武洲变电站,10kV英65英欣线,2559.269
国网武汉供电公司,国网东西湖区供电公司,丰绵村变电站,10kV绵602绵蒙二回线,2531.67
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,华科变电站,10kV科65科恒一回,2546.911
国网武汉供电公司,国网武汉市江岸供电中心,德胜堂变电站,10kV德33德绿线,2559.415
国网武汉供电公司,国网武汉市汉口供电中心,航侧变电站,10kV航62青年二回,2537.497
国网武汉供电公司,国网武汉市洪山供电中心,曹家铺变电站,10kV曹804曹沁园线,2538.422
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,车城北变电站,10kV车城605车天线,2575.097
国网武汉供电公司,国网武汉市汉阳供电中心,芳草路变电站,10kV芳613芳鲤线,2550.731
国网武汉供电公司,国网江夏区供电公司,法泗变电站,10kV法61石岭线,2572.785
国网武汉供电公司,国网武汉市汉阳供电中心,桥机变电站,10kV桥511桥滨江线,2548.044
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,龙泉变电站,10kV龙57福利线,2565.601
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,锦绣变电站,10kV锦608锦龙城线,2552.488
国网武汉供电公司,国网武汉市汉口供电中心,荣华变电站,10kV荣616荣西线,2578.767
国网武汉供电公司,国网武汉市江岸供电中心,福建街变电站,10kV福61新湖线,2568.602
国网武汉供电公司,国网武汉市汉阳供电中心,栖贤寺变电站,10kV栖68路灯线,2579.033
国网武汉供电公司,国网武汉市洪山供电中心,晒湖变电站,10kV晒66晒石线,2583.638
国网武汉供电公司,国网武汉市江岸供电中心,姑嫂树变电站,10kV姑615兴业线,2586.492
国网武汉供电公司,国网武汉市武昌供电中心,洪山变电站,10kV洪713洪京线,2577.042
国网武汉供电公司,国网武汉市江岸供电中心,谌家矶变电站,10kV谌62佳园线,2593.218
国网武汉供电公司,国网武汉市青山供电中心,汪家墩变电站,10kV汪605铁佳二回线,2573.665
国网武汉供电公司,国网武汉市长江新区供电公司,鄢家湖变电站,10kV鄢61天力线,2585.202
国网武汉供电公司,国网武汉市武昌供电中心,积玉桥变电站,10kV积36粮道街线,2577.79
国网武汉供电公司,国网武汉市江岸供电中心,沈阳路变电站,10kV沈86沈岸府线,2598.364
国网武汉供电公司,国网武汉市洪山供电中心,狮子山变电站,10kV狮515狮华线,2607.695
国网武汉供电公司,国网武汉市武昌供电中心,梨园变电站,10kV梨57梨徐线,2586.65
国网武汉供电公司,国网武汉市江岸供电中心,淌湖变电站,10kV淌81淌春线,2589.211
国网武汉供电公司,国网武汉市汉阳供电中心,陶家岭变电站,10kV陶808陶尚城线,2622.994
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,郑桥变电站,10kV郑707滨湖线,2604.74
国网武汉供电公司,国网新洲区供电公司,汪集变电站,10kV汪55工业园线,2615.638
国网武汉供电公司,国网武汉市汉口供电中心,先锋变电站,10kV先80常施线,2613.142
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,白羊村变电站,10kV羊802羊湖线,2615.784
国网武汉供电公司,国网武汉市洪山供电中心,南湖变电站,10kV南72煤气线,2625.03
国网武汉供电公司,国网蔡甸区供电公司,霞光村变电站,10kV霞光507博展线,2606.739
